alana_knowles,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
MLunaboza23_,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
byhrbieber,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
kianasingh,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
agoga11,"RT @alanimv: ""@SincerelyTumblr: This is so important #YesAllWomen http://t.co/vlhLskSFmP"" this this this"
GiftofGodsFavor,"RT @Shotgun_Mary: ""States Are Passing Extreme Anti-Abortion Laws The Country Has Never Seen Before"" http://t.co/qZoR6T2cGp #YesAllWomen"
TheDizzleBizzle,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
kushkendraa,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
Kyrstyn_Dean,@AlisonDesmone jeeezzzusss! #YesAllWomen
BeccaZasadny,@Kachinski_ no but you're not supposed to throw dollars at them while they perform cause it's rude/distracting #yesallwomen
judepipi,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
NickyChargo,RT @RtBecuz: This is so important #YesAllWomen http://t.co/QmgiDmd80h
whitesidebooty,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
IloveJustinB713,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
sammiestriker,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
peoplealwayscry,RT @granniewinkle: This is so important #YesAllWomen http://t.co/2y17WrrYXm
annaohhbrienn,RT @granniewinkle: This is so important #YesAllWomen http://t.co/2y17WrrYXm
altforgetful,“I’ll be post-feminist in the post-patriarchy.” via @RaeAnDesigns http://t.co/BV4cNW6hIt #YesAllWomen #EachEveryWoman #SurvivorPrivilege
NancyPantsDV,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
JennaStewart42,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
fxncytomlinson,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
sad_rad420,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
JD_Angelo,@Twixlen Why are you making it either or?  The two are totally connected. http://t.co/RqO2SUGL9p #YesAllWomen
Kachinski_,@BeccaZasadny are you implying the only time a woman could make money from dancing would be if she was a stripper? #YesAllWomen
Kittery55,I was just mansplained so hard. #AdventuresInNYC #YesAllWomen
rihftperry,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
thirty2will,RT @ProtestPics: #YesAllWomen http://t.co/1TQOutuzF7
SupportTheWomen,@NOMOREorg Please help us PROTEST Bill Cosby's last show 5/2 in ATL! CALL TO ACTION! PLEASE VISIT LINK! http://t.co/lqkDaRhGFO #YesAllWomen
AbstractAzzhole,RT @ProtestPics: #YesAllWomen http://t.co/1TQOutuzF7
dessaelizabeth,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
ARose164,RT @CooITweetsHere: This is so important #YesAllWomen http://t.co/oa58EY8vPR
t_thombs,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
SupportTheWomen,"""Why did Cosby's victims wait to long to report?"" This PSA from @NOMOREorg answers this question. http://t.co/8jgKeM9Nb7 #YesAllWomen"
JD_Angelo,RT @yesallwomen: #YesAllWomen http://t.co/Edbd7eUNvv
CastlesOldHaunt,RT @yesallwomen: #YesAllWomen http://t.co/Edbd7eUNvv
JoyofGab,RT @yesallwomen: #YesAllWomen http://t.co/Edbd7eUNvv
allynicolyn,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
_alwaysmgc,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
Twixlen,"EIGHT HUNDRED. 

Why are women more comfortable standing up for LGBTQ rights, and not their own? #yesallwomen"
paulaguarch,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
madeline_nagler,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
blockednikki,RT @jillybxxn: First ever Saudi Arabian female abuse ad. This is so important. #YesAllWomen http://t.co/6enh2xbNxR
baby_girl1313,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
bethanydmhelp,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
Wayne_Harris7,RT Thoughtoffense: SHE NEEDS..  #feminism.. #yesallwomen #femfreq #believewomen #antisjw #UVA #mgtow … http://t.co/F9jv7GdxP1
emilyy_hill1106,RT @granniewinkle: This is so important #YesAllWomen http://t.co/2y17WrrYXm
jellysnack,Why do men think it's ok to make a kissing face at women on the street. No thank you please. #YesAllWomen
HollaAtchaaRyRy,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
FunSize_Steph,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
corrinybug,RT @jessismiles__: #YesAllWomen because the world told my rapist that he isn't a rapist.
Princess_Moniee,RT @yesallwomen: #YesAllWomen http://t.co/Edbd7eUNvv
VH_tomi,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Princess_Moniee,RT @Tanujah_: Finally someone said it 🙌👏 #YesAllWomen http://t.co/iN9w8IqbVe
Princess_Moniee,RT @yesallwomen: #YesAllWomen because victims never 'ask for it'. http://t.co/bbdEIuTXJm
sethmcfartlane,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
teddybearhugsx,You can forgive but you can never forget! #YesAllWomen
aliyahjo3,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
MasonWGST,"Blog Post | #YesAllWomen by WGST's Social Media Intern @ghazalazizzada, in honor of #gmuwhm2015: http://t.co/c5XEEBPW3O"
posiocti,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
ThisGirlLauren_,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
TheHawlz,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
d_bonnefoy,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
fayth_jackson,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
teddybearhugsx,RT @yesallwomen: No one ever avoided a rape by wearing a longer skirt. #YesAllWomen http://t.co/rL7UG0aHbd
haleyyymadisonn,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
Princess_Moniee,RT @Laura_amonette: THIS IS SO IMPORTANT I CAN NOT STRESS THIS ENOUGH PLEASE READ RN #YesAllWomen @jessismiles__  #wecare http://t.co/b9wap…
kyliefuck,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
Princess_Moniee,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
queeendiaxo_,RT @granniewinkle: This is so important #YesAllWomen http://t.co/2y17WrrYXm
laur4319,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
Princess_Moniee,RT @EqualRights4AII: #INeedFeminismBecause This #RapeCulture #YesAllWomen  http://t.co/1xkVRC4dn0
Shotgun_Mary,"""States Are Passing Extreme Anti-Abortion Laws The Country Has Never Seen Before"" http://t.co/qZoR6T2cGp #YesAllWomen"
heartmades,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
lauryndc,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
teddybearhugsx,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
DrawBrigid,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
xirus11,"Ooh, that's a pic of a charcter from a horror movie that personifies feminists! #Misery #YesAllWomen #FuckFeminism #FuckSJWs @ZombieNeith"
ShannonPoropat,RT @granniewinkle: This is so important #YesAllWomen http://t.co/2y17WrrYXm
alanimv,"""@SincerelyTumblr: This is so important #YesAllWomen http://t.co/vlhLskSFmP"" this this this"
em_hmux,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
Omfg_its_Zoe,RT @ProtestPics: #YesAllWomen http://t.co/1TQOutuzF7
TallyToria,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
KnightWing19,RT @Thoughtoffense: SHE NEEDS..  #feminism.. #yesallwomen #femfreq #believewomen #antisjw #UVA #mgtow http://t.co/SGEHrJWI90
katieebrindle,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
R5Updates,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
Wayne_Harris7,RT Thoughtoffense: SHE NEEDS..  #feminism.. #yesallwomen #femfreq #believewomen #antisjw #UVA #mgtow … http://t.co/F9jv7GdxP1
pdhot_,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
IrishFrappe,RT @yesallwomen: #YesAllWomen http://t.co/FWRdsRJJ8J
tianacp,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
candidrydel,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
weirdj__,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
bellaxeberle,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
JackieRoss_x3,RT @yesallwomen: Why we still need #feminism and #YesAllWomen http://t.co/97mrMbwvBP
chanelkapree_,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
cassidyhudson_,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
MegJacko_,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
carolina_mmaria,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
rebekahwilson26,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
GiftofGodsFavor,RT @ItsTimToBegin: The people using #AllLivesMatter are the same people who hijacked #YesAllWomen because they didn't feel that was a worth…
beyouitscool,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
JackieRoss_x3,RT @destinyy_caprio: Greatest thing I've ever seen #YesAllWomen http://t.co/XDNk3B2iuE
GiftofGodsFavor,"RT @ShanonnTheGreat: Don't measure a woman's worth, by her clothes. - Terre des femmes #YesAllWomen http://t.co/DMJsJQLJfh"
JackieRoss_x3,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
hannahtayylorxo,RT @CraziestSex: This is so important #YesAllWomen http://t.co/oSJOGrdrUs
jashamo,RT @yesallwomen: #YesAllWomen http://t.co/FrPLxcvWGp
Anonpoetic,RT @yesallwomen: #YesAllWomen http://t.co/rGDXaQDYfs
JohannaTweetin,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
amambonu,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
roc_7s,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
woahbells,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Nonavic44,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
zodiactommo,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
emiliebrxdley,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
rbyngmy,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
cassiekonkol07,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
nuriasoulbody,RT @ProtestPics: #YesAllWomen http://t.co/1TQOutuzF7
KateLove_cc,"Still here, not leaving, holding on. #SAAM #SAAM2015 #YesAllWomen #NoMore #PTSD 
http://t.co/zcqPiEv8B4 http://t.co/d2y7v4NYzI"
LenFirewood,RT @Jackbarnesmra: For what she has done @SenGillibrand should be removed from office and sued into poverty. http://t.co/4sakyepLmo #YesAll…
bestketchup,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
TimothyNesmith,RT @ItsTimToBegin: The people using #AllLivesMatter are the same people who hijacked #YesAllWomen because they didn't feel that was a worth…
dmoroz_,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
4rtt5ty,RT @Thoughtoffense: What #heforshe really means.. #yesallwomen #femfreq #antisjw #womenagainstfeminism http://t.co/6zhbnBnjBX
hannahchyzik,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
ShanonnTheGreat,"Don't measure a woman's worth, by her clothes. - Terre des femmes #YesAllWomen http://t.co/DMJsJQLJfh"
ItsTimToBegin,The people using #AllLivesMatter are the same people who hijacked #YesAllWomen because they didn't feel that was a worthy cause either
4rtt5ty,RT @Thoughtoffense: SHE NEEDS..  #feminism.. #yesallwomen #femfreq #believewomen #antisjw #UVA #mgtow http://t.co/SGEHrJWI90
papesgrape,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
AshleyAyscue,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
KatysBebeh,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
redraw_my_life,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
TashH0ward,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
Habichtsky,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
fayloveskaty,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
missrachelreid,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
ScionAltera,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
sarah_parsons11,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
emmalee_rose99,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
sartori_taylor,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
Maddy2212Rae,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
DatBleezyDoee,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
jiffynorm,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
brittany_stein,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
LLC00LG00DIN,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
lovely_xnialler,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
desssiirreee,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
SidneeTarlton,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
abby_randolph,RT @EqualRights4AII: #yesallwomen because women shouldn't have to feel any less safe walking home alone at night than men.
paigeavery2001,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
abbyraucci,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
vodkalester,RT @WeNeedFeminlsm: #YesAllWomen http://t.co/kvIIuOj6nY
loweynowdwi,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
KirstenBurek,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
Intellektt,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
biebersafi,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
BlackCommaEricW,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
TheRealMaxShady,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
chantelstewart_,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
g14thomas,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
brittneystarkk,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
mayrafelix_x,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
5HLANDlS,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
sorryimmeara,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
sorryimmeara,RT @_SarahYee: This is sickening #YesAllWomen http://t.co/Q84oBvEs8U
sorryimmeara,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
EmilyWhoKilled,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
nyahmendoza0,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
sorryimmeara,RT @abby_listerman: #YesAllWomen because http://t.co/ReZmTBqQzy
BasedBilly420,RT @Samantha_Freels: “@Dory: This is so important #YesAllWomen http://t.co/ZNjtwiOCSS” the m&amp;ms picture is absolutely STUPID
savagepanda_,RT @yesallwomen: #YesAllWomen http://t.co/ipU6jyV2iq
kimpatte101,RT @CraziestSex: This is so important #YesAllWomen http://t.co/oSJOGrdrUs
sourcream15,RT @KardashianReact: This is so important #YesAllWomen http://t.co/AQOeVKPB6w
magdalenbayer,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
vodkalester,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
GiftofGodsFavor,"#YesAllWomen if you have to damage other women to ""proof your loyalty"", you're dating the wrong men."
Pinkwing511,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
puaprobz,"RT @Thoughtoffense: Oh no, she doesn't need #feminism.. #yesallwomen #believewomen #UVAHoax #mattressgirl #WomenAgainstFeminism #antisjw ht…"
wynonnaa,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
BaileyGSays,RT @CraziestSex: This is so important #YesAllWomen http://t.co/oSJOGrdrUs
GiftofGodsFavor,RT @kareIona: mi cuerpo no es tema de conversación #YesAllWomen
_mehchelle_,RT @abby_listerman: #YesAllWomen because http://t.co/ReZmTBqQzy
esmiemancilla,RT @CooITweetsHere: This is so important #YesAllWomen http://t.co/oa58EY8vPR
blurrypilots,RT @jessismiles__: #YesAllWomen because even a taped confession admitting to raping me wasn't enough to put him in jail.
chesneyjbethel,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
blurrypilots,RT @jessismiles__: #YesAllWomen because the world told my rapist that he isn't a rapist.
cybrho,RT @jessismiles__: #YesAllWomen because the world told my rapist that he isn't a rapist.
kareIona,mi cuerpo no es tema de conversación #YesAllWomen
SuzyMcCarley,RT @Jackbarnesmra: For what she has done @SenGillibrand should be removed from office and sued into poverty. http://t.co/4sakyepLmo #YesAll…
vicstrausss,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Gynocentrism,RT @Jackbarnesmra: For what she has done @SenGillibrand should be removed from office and sued into poverty. http://t.co/4sakyepLmo #YesAll…
ChelseaWhitcher,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
Jackbarnesmra,For what she has done @SenGillibrand should be removed from office and sued into poverty. http://t.co/4sakyepLmo #YesAllWomen #MRA
cassiaonline,RT @ChloeFretwell8: #YesAllWomen http://t.co/xYEEcAaI9r
harshiny97,"RT @yesallwomen: #YesAllWomen Because when women try to talk about their personal experiences they get shut down and ridiculed, called craz…"
slayqueenmani,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
GiftofGodsFavor,RT @ChloeFretwell8: #YesAllWomen http://t.co/xYEEcAaI9r
ChloeFretwell8,#YesAllWomen http://t.co/xYEEcAaI9r
rfvictoria,RT @DavySunshine: Because what men fear most about going to prison is what women fear most about walking down the sidewalk. #YesAllWomen
tuthillbrittany,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Charalumbum,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
evzna,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
HannahN13736735,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
Nancy_Reads,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
melissahdx,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
briannabuchner,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
suunsharry,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
avesslyons,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
caminahtbfh,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
RedrmAcherontia,RT @yesallwomen: #YesAllWomen http://t.co/ipU6jyV2iq
TheRabenGroup,Mom's powerful photos of her daughters show 'Strong is the New Pretty' http://t.co/mvpFeEjN7J via @TODAYshow #YesAllWomen
mirandizzel,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Cereslost,@hyperism Bit of a giveaway huh? lol..the whole hashtag WaF was a deliberate creation by a bunch of 50 yr old guys from AVFM #YesAllWomen
LindseyFlo7,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
cmcclatcheyy,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
AliciaQuijano_,"""@WeNeedFeminlsm: #YesAllWomen http://t.co/mltE9GPz7f"""
JackSampson77,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
Canada_Sweet,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
365daysofharry_,RT @daringHES: #YesAllWomen http://t.co/9b4cfw1Ne6
Kristen_Blaire,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
absolutewisdom,#YesAllWomen  #Emotions #Rape #SelfEsteem
mattreasure,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
jillovoxo,RT @yesallwomen: #YesAllWomen http://t.co/0dP2tNDeDJ
L_O_V_mE,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
jillovoxo,RT @yesallwomen: #YesAllWomen http://t.co/ipU6jyV2iq
jillovoxo,RT @yesallwomen: Thank You. #YesAllWomen http://t.co/2C5obrqDRG
purejaspar,RT @feministpls: all things i was taught. #YesAllWomen http://t.co/LMyfAtekZv
rissaxoxo12,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
bree_mars,LOL cause he lost to a girl and he's a misogynist. @XREReactor @jspoupart #YesAllWomen
17kennymc,RT @renaymo: CNN: An #Afghan nightmare: Forced to marry your rapist under #ShariaLaw http://t.co/CCbk5et9tK #NoGOPWar #WomensRights #YesAll…
aislingrooney_,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
renaymo,CNN: An #Afghan nightmare: Forced to marry your rapist under #ShariaLaw http://t.co/CCbk5et9tK #NoGOPWar #WomensRights #YesAllWomen #ItsOnUs
CaitlynPapineau,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
posipaws,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
erynlacc,RT @abby_listerman: #YesAllWomen because http://t.co/ReZmTBqQzy
love_sufie,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
juliaapruett,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
erynlacc,RT @juliazmgates: Sick of... #YesAllWomen http://t.co/N1qjk63yPX
L_O_V_mE,RT @ohhewantstheP: This is so important #YesAllWomen  http://t.co/k0Uj90zUe2
MorganBoden13,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
notrachelmolino,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
erynlacc,RT @_SarahYee: This is sickening #YesAllWomen http://t.co/Q84oBvEs8U
abbyy518,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
nicoleisgrrreat,RT @femaIenotes: This is so important #YesAllWomen http://t.co/xx460nEkv8
DamnItsDanaa,"""@KardashianReact: This is so important #YesAllWomen http://t.co/Q6mdllkTjD"""
Kristi_Weppler,RT @austinnaylor_: This is so important #YesAllWomen http://t.co/clWL5QG34L
Main89Main,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
Anonpoetic,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
J_essicaEmily,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
emaleekateb,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
HappyPantsKenz,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
lacye2013,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
Jinkies_,RT @basicwhytechick: This is so important #YesAllWomen http://t.co/BhN8D6XoH7
xshaylaaaaaaaaa,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
GiftofGodsFavor,RT @heymelody: 50+ reasons why #YesAllWomen keep having to speak out about what's wrong with our world. @gogreen18 (via @Upworthy) http://t…
wishing4harry,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
_bethany_xxxx,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
packbat,RT @offsideplays: Best mom reaction to her son's #streetharassment of a female #runner: http://t.co/IUozwLzyHQ #yesallwomen
LHeartfilia_,RT @femaIes: This is so important #YesAllWomen http://t.co/7z9Ild5YK1
rb0wks,RT @juliaxcharlotte: “@TheBestOfTumbIr: http://t.co/YO6XFHCpTd” #YesAllWomen @jessismiles__
Avaalon_6,RT @Dory: This is so important #YesAllWomen http://t.co/pk4vA5zE2u
AnnoyingCabbage,#YesAllWomen
nyfedaqaduli,محمود درويش #yesallwomen http://t.co/Blrirh76uX http://t.co/sE1YIoAe4q
erynlacc,RT @michaaelam: #YesAllWomen http://t.co/YXg8O9w1Ak
Lenissaa,RT @SincerelyTumblr: This is so important #YesAllWomen http://t.co/zlBJy4hsAY
al_toid,RT @tbhsmiley: This is so important #YesAllWomen http://t.co/EPiJ7rbxW7
allthel0vebws,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
ItsAidaChanel,RT @WeNeedFeminlsm: #YesAllWomen http://t.co/kvIIuOj6nY
torrileighh,RT @CraziestSex: This is so important #YesAllWomen http://t.co/oSJOGrdrUs
gudde_moien,"#DOVE #CHOOSEBEAUTIFUL #WOMENSISSUES #WOMENSTOPICS #YESALLWOMEN #GUDDEMOIEN 

Well done Dove

the video is based... http://t.co/L3J7XOxu9X"
austinnaylor_,This is so important #YesAllWomen http://t.co/clWL5QG34L
jameswiseson,RT @WeNeedFeminlsm: This is so important #YesAllWomen http://t.co/GXCYeU1Gkp
ayysav,RT @yesallwomen: Thank You. #YesAllWomen http://t.co/2C5obrqDRG
